Category,Realdash Name,Units,Target ID,id,type,unit,name,desc,Idle Expected,Cruise Expected,WOT Expected,Accessport Monitor
ENGINE/ECU INPUTS,AFR 1,AFR,0,,,,,,,,,
ENGINE/ECU INPUTS,AFR 2,AFR,1,,,,,,,,,
ENGINE/ECU INPUTS,AFR Target 1,AFR,2,,,,,,,,,
ENGINE/ECU INPUTS,AFR Target 2,AFR,3,,,,,,,,,
ENGINE/ECU INPUTS,Accel Enrich,ms,4,,,,,,,,,
ENGINE/ECU INPUTS,Barometric Correction,%,10,,,,,,,,,
ENGINE/ECU INPUTS,Barometric Pressure,kPa,11,P24,Standard,kPa,Atmospheric Pressure,P24,-,-,-,Barometric Pressure
ENGINE/ECU INPUTS,Battery Voltage,v,12,P17,Standard,V,Battery Voltage,P17,13.5 - 14.5 V,13.5 - 14.5 V,13.5 - 14.5 V,Battery Voltage
ENGINE/ECU INPUTS,Boost Target (kPa),kPa,270,E36,Fixed Addr,kPa absolute,Target Boost (4-byte)*,"E36-Current boost target as determined by the Target Boost table(s). This includes any compensation, if applicable.",N/A,N/A,~14.5 psi (Stock),Target Boost
ENGINE/ECU INPUTS,Check Engine Light,On/Off,65,,,,,,,,,
ENGINE/ECU INPUTS,Cold Advance,deg,13,,,,,,,,,
ENGINE/ECU INPUTS,Coolant Pressure,Bar,759,,,,,,,,,
ENGINE/ECU INPUTS,Coolant Temperature,Celsius,14,P2,Standard,C,Coolant Temperature,P2,80 - 96 C,80 - 96 C,80 - 96 C,Coolant Temp
ENGINE/ECU INPUTS,EGT1,Celsius,106,,,,,,,,,
ENGINE/ECU INPUTS,EGT10,Celsius,115,,,,,,,,,
ENGINE/ECU INPUTS,EGT11,Celsius,116,,,,,,,,,
ENGINE/ECU INPUTS,EGT12,Celsius,117,,,,,,,,,
ENGINE/ECU INPUTS,EGT2,Celsius,107,,,,,,,,,
ENGINE/ECU INPUTS,EGT3,Celsius,108,,,,,,,,,
ENGINE/ECU INPUTS,EGT4,Celsius,109,,,,,,,,,
ENGINE/ECU INPUTS,EGT5,Celsius,110,,,,,,,,,
ENGINE/ECU INPUTS,EGT6,Celsius,111,,,,,,,,,
ENGINE/ECU INPUTS,EGT7,Celsius,112,,,,,,,,,
ENGINE/ECU INPUTS,EGT8,Celsius,113,,,,,,,,,
ENGINE/ECU INPUTS,EGT9,Celsius,114,,,,,,,,,
ENGINE/ECU INPUTS,Engine Load,%,100,E32,Fixed Addr,g/rev,Engine Load (4-Byte)*,E32-This is the current engine load (g/rev) as determined by the ECU.,0.15 - 0.40 g/rev,0.30 - 1.00 g/rev,2.0 - 3.5 g/rev,Calculated Load
ENGINE/ECU INPUTS,Engine Oil Pressure,Bar,151,,,,,,,,,
ENGINE/ECU INPUTS,Engine Oil Temperature,Celsius,152,,,,,,,,,
ENGINE/ECU INPUTS,Engine Runtime (sec),s,33,,,,,,,,,
ENGINE/ECU INPUTS,Enginebit: Antiflood,On/Off,393,,,,,,,,,
ENGINE/ECU INPUTS,Enginebit: Closed Loop Active,On/Off,395,,,,,,,,,
ENGINE/ECU INPUTS,Enginebit: Cranking,On/Off,57,,,,,,,,,
ENGINE/ECU INPUTS,Enginebit: Fuel Cut Active,On/Off,406,,,,,,,,,
ENGINE/ECU INPUTS,Enginebit: Idle,On/Off,396,,,,,,,,,
ENGINE/ECU INPUTS,Enginebit: Launch Control,On/Off,394,,,,,,,,,
ENGINE/ECU INPUTS,Enginebit: MAP accel active,On/Off,62,,,,,,,,,
ENGINE/ECU INPUTS,Enginebit: MAP deaccel active,On/Off,63,,,,,,,,,
ENGINE/ECU INPUTS,Enginebit: Overrun,On/Off,397,,,,,,,,,
ENGINE/ECU INPUTS,Enginebit: Running,On/Off,56,,,,,,,,,
ENGINE/ECU INPUTS,Enginebit: Startup Enrich,On/Off,58,,,,,,,,,
ENGINE/ECU INPUTS,Enginebit: TPS accel active,On/Off,60,,,,,,,,,
ENGINE/ECU INPUTS,Enginebit: TPS deaccel active,On/Off,61,,,,,,,,,
ENGINE/ECU INPUTS,Enginebit: Warmup,On/Off,59,,,,,,,,,
ENGINE/ECU INPUTS,Flex Fuel Correction,%,20,,,,,,,,,
ENGINE/ECU INPUTS,Fuel Pressure,Bar,202,,,,,,,,,
ENGINE/ECU INPUTS,Fuel Temperature,Celsius,499,P31,Standard,C,Fuel Temperature,P31,-,-,-,Fuel Temp
ENGINE/ECU INPUTS,Fuel Trim 1,%,17,P3,Standard,%,A/F Correction #1,P3,+/- 10%,+/- 10%,0% (Correction) / +/-5% (Learning),A/F Correction 1
ENGINE/ECU INPUTS,Fuel Trim 2,%,18,,,,,,,,,
ENGINE/ECU INPUTS,Fuel flow,-,490,,,,,,,,,
ENGINE/ECU INPUTS,Ignition Dwell,-,26,,,,,,,,,
ENGINE/ECU INPUTS,Intake Air Temperature,Celsius,27,P11,Standard,C,Intake Air Temperature,P11,Ambient + Heatsoak,~Ambient,~Ambient,Intake Temp
ENGINE/ECU INPUTS,Knock Advance Retard,deg,28,E39,Fixed Addr,degrees,Feedback Knock Correction (4-byte)*,E39-This is the temporary negative correction to timing advance in response to what the ECU perceives as knock.,0 deg,0 deg (occasional -1.4 normal),0 deg (<-2.8 is bad),Feedback Knock
ENGINE/ECU INPUTS,Knock Percentage,%,29,,,,,,,,,
ENGINE/ECU INPUTS,Lambda 1,-,254,,,,,,,,,
ENGINE/ECU INPUTS,Lambda 2,-,255,,,,,,,,,
ENGINE/ECU INPUTS,Lambda Target 1,-,256,E121,Fixed Addr,estimated AFR,Closed Loop Fueling Target (4-byte)*,E121-This is the closed loop fueling lambda target which is used in determining short-term corrections (A/F Correction #1).,~14.7,~14.7,11.0 - 11.5,Commanded Fuel Final
ENGINE/ECU INPUTS,Lambda Target 2,-,257,E121,Fixed Addr,estimated AFR,Closed Loop Fueling Target (4-byte)*,E121-This is the closed loop fueling lambda target which is used in determining short-term corrections (A/F Correction #1).,~14.7,~14.7,11.0 - 11.5,Commanded Fuel Final
ENGINE/ECU INPUTS,Long Term Fuel Trim 1,%,102,P4,Standard,%,A/F Learning #1,P4,+/- 10%,+/- 10%,0% (Correction) / +/-5% (Learning),A/F Learning 1
ENGINE/ECU INPUTS,Long Term Fuel Trim 2,%,104,,,,,,,,,
ENGINE/ECU INPUTS,MAF g/s,g/sec,30,,,,,,,,,
ENGINE/ECU INPUTS,Manifold Absolute Pressure,kPa,31,P7,Standard,kPa,Manifold Absolute Pressure,P7-Pressure value calculated from the manifold absolute pressure sensor (absolute value),30 - 50 kPa,40 - 90 kPa,200 - 230 kPa (Stock),Manifold Abs. Pressure
ENGINE/ECU INPUTS,Manifold Absolute Pressure dot,-,32,P7,Standard,kPa,Manifold Absolute Pressure,P7-Pressure value calculated from the manifold absolute pressure sensor (absolute value),30 - 50 kPa,40 - 90 kPa,200 - 230 kPa (Stock),Manifold Abs. Pressure
ENGINE/ECU INPUTS,Number of CEL codes,-,66,,,,,,,,,
ENGINE/ECU INPUTS,Pulse Width 1,ms,35,P21,Standard,ms,Fuel Injector #1 Pulse Width,P21-This parameter includes injector latency.,-,-,-,Inj. Pulse Width
ENGINE/ECU INPUTS,Pulse Width 2,ms,36,,,,,,,,,
ENGINE/ECU INPUTS,RPM,RPM,37,P8,Standard,rpm,Engine Speed,P8,700 - 800 rpm,2000 - 3500 rpm,Redline (~7000 rpm),RPM
ENGINE/ECU INPUTS,Rotating Error Code,-,105,,,,,,,,,
ENGINE/ECU INPUTS,Spark Advance,deg,38,P10,Standard,degrees,Ignition Total Timing,P10,-,-,-,Ignition Timing
ENGINE/ECU INPUTS,TPS dot,-,41,,,,,,,,,
ENGINE/ECU INPUTS,Throttle Position,%,42,P13,Standard,%,Throttle Opening Angle,P13-Engine throttle opening angle.,0 - 5 %,10 - 40 %,100 %,Throttle Pos
ENGINE/ECU INPUTS,Total Fuel Correction,-,43,,,,,,,,,
ENGINE/ECU INPUTS,VSS1,KPH,81,,,,,,,,,
ENGINE/ECU INPUTS,VSS2,KPH,99,,,,,,,,,
ENGINE/ECU INPUTS,VVT: Exhaust Cam Position 1,deg,493,,,,,,,,,
ENGINE/ECU INPUTS,VVT: Exhaust Cam Position 2,deg,495,,,,,,,,,
ENGINE/ECU INPUTS,VVT: Exhaust Cam Target Position,deg,497,,,,,,,,,
ENGINE/ECU INPUTS,VVT: Intake Cam Position 1,deg,492,,,,,,,,,
ENGINE/ECU INPUTS,VVT: Intake Cam Position 2,deg,494,,,,,,,,,
ENGINE/ECU INPUTS,VVT: Intake Cam Target Position,deg,496,,,,,,,,,
ENGINE/ECU INPUTS,Vehicle Max Speed,KPH,408,,,,,,,,,
ENGINE/ECU INPUTS,Vehicle Speed,KPH,64,P9,Standard,km/h,Vehicle Speed,P9,0,Constant,Increasing,Vehicle Speed
TRANSMISSION,2nd Gear Start indicator (Transmission),On/Off,148,,,,,,,,,
TRANSMISSION,4WD Active,On/Off,149,,,,,,,,,
TRANSMISSION,4WD Low Range Active,On/Off,150,,,,,,,,,
TRANSMISSION,Downshift indicator (Transmission),On/Off,145,,,,,,,,,
TRANSMISSION,Gear (Transmission),gear,139,E59,Fixed Addr,position,Gear (Calculated)*,E59-Current manual transmission gear selection as estimated by the ECU based on vehicle speed and RPM.,-,-,-,Gear Position
TRANSMISSION,Lockup Active (Transmission),On/Off,143,,,,,,,,,
TRANSMISSION,Low Range indicator (Transmission),On/Off,146,,,,,,,,,
TRANSMISSION,Oil Temperature (Transmission),Celsius,138,,,,,,,,,
TRANSMISSION,Overdrive indicator (Transmission),On/Off,147,,,,,,,,,
TRANSMISSION,Selected Gear (Transmission),gear,140,,,,,,,,,
TRANSMISSION,Shifter Position (Transmission),gear,141,,,,,,,,,
TRANSMISSION,Throttle Position (Transmission),%,137,,,,,,,,,
TRANSMISSION,Tuning Map (Transmission),-,142,,,,,,,,,
